accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
CY116314.1	2151	150	83	5.8895555	2.46763	"Influenza A virus (A/swine/England/87842/1990(H3N2)) polymerase PA (PA) gene, complete cds"	1176119	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/England/87842/1990(H3N2))	Influenza A virus (A/swine/England/87842/1990(H3N2))	SA_10	15637154
CY116475.1	1497	106	0	0.14550854	0	"Influenza A virus (A/swine/Italy/15360-3/2001(H3N2)) nucleocapsid protein (NP) gene, complete cds"	1176118	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Italy/15360-3/2001(H3N2))	Influenza A virus (A/swine/Italy/15360-3/2001(H3N2))	SA_10	15637154
CY125005.1	2341	198	0	1.2478321	0	"Influenza A virus (A/duck/Jiangsu/10-d4/2011(H11N3)) polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"	1191207	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/duck/Jiangsu/10-d4/2011(H11N3))	Influenza A virus (A/duck/Jiangsu/10-d4/2011(H11N3))	SA_10	15637154
CY127837.1	2316	138	7	0.44275162	0.193287	"Influenza A virus (A/shorebird/Delaware Bay/604/2008(H6N2)) polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"	1261968	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/shorebird/Delaware Bay/604/2008(H6N2))	Influenza A virus (A/shorebird/Delaware Bay/604/2008(H6N2))	SA_10	15637154
CY159108.1	1507	606	51	8.880619	2.16421	"Influenza A virus (A/swine/Nebraska/00178/2003(H1N1)) nucleocapsid protein (NP) gene, complete cds"	1425862	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Nebraska/00178/2003(H1N1))	Influenza A virus (A/swine/Nebraska/00178/2003(H1N1))	SA_10	15637154
CY159455.1	2316	619	2180	158.11496	60.195	"Influenza A virus (A/swine/Colorado/02875/2009(H1N2)) polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"	1425880	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Colorado/02875/2009(H1N2))	Influenza A virus (A/swine/Colorado/02875/2009(H1N2))	SA_10	15637154
CY159767.1	2316	483	5	20.287626	0.138062	"Influenza A virus (A/swine/Texas/00525/2005(H1N1)) polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"	1432620	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Texas/00525/2005(H1N1))	Influenza A virus (A/swine/Texas/00525/2005(H1N1))	SA_10	15637154
CY160266.1	2316	195	0	4.678209	0	"Influenza A virus (A/swine/North Carolina/00950/2006(H3N2)) polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"	1426049	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/North Carolina/00950/2006(H3N2))	Influenza A virus (A/swine/North Carolina/00950/2006(H3N2))	SA_10	15637154
CY187626.1	1737	150	1	0.09451796	0.0368165	"Influenza A virus (A/Houston/JMM_42/2012(H3N2)) hemagglutinin (HA) gene, complete cds"	1383502	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	SA_10	15637154
CY187632.1	2309	999	4851	342.9472	134.354	"Influenza A virus (A/Houston/JMM_42/2012(H3N2)) polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"	1383502	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	SA_10	15637154
CY187633.1	2311	677	3283	233.40768	90.8476	"Influenza A virus (A/Houston/JMM_42/2012(H3N2)) polymerase PB2 (PB2) gene, complete cds"	1383502	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	SA_10	15637154
D14723.1	2363	150	1	0.06778129	0.0270632	Rotavirus sp. FRV64 mRNA for VP4 (VP8 and VP5 region) complete cds	39010	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Feline rotavirus	Feline rotavirus frv-64	Feline rotavirus frv-64	SA_10	15637154
DQ002873.1	6321	150	1	0.024307244	0.0101171	"Penaeus monodon hepandensovirus 1, complete sequence"	1513204	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Hepandensovirus	Decapod hepandensovirus 1	Penaeus monodon hepandensovirus 1	Penaeus monodon hepandensovirus 1	SA_10	15637154
DQ150431.2	2341	954	111	14.968508	3.03224	"Influenza A virus (A/swine/IN/PU542/04 (H3N1)) polymerase (PB1) gene, complete cds"	345297	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/IN/PU542/04 (H3N1))	Influenza A virus (A/swine/IN/PU542/04 (H3N1))	SA_10	15637154
DQ280213.1	2286	1025	2471	152.8956	69.1256	"Influenza A virus (A/swine/Ontario/53518/03(H1N1)) polymerase subunit PB2 (PB2) gene, complete cds"	358577	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Ontario/53518/03(H1N1))	Influenza A virus (A/swine/Ontario/53518/03(H1N1))	SA_10	15637154
DQ280217.1	1497	1000	840	94.43727	35.8839	"Influenza A virus (A/swine/Ontario/53518/03(H1N1)) nucleoprotein (NP) gene, complete cds"	358577	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Ontario/53518/03(H1N1))	Influenza A virus (A/swine/Ontario/53518/03(H1N1))	SA_10	15637154
DQ280250.1	1721	145	3	0.27371103	0.111476	"Influenza A virus (A/swine/Ontario/11112/04(H1N1)) hemagglutinin (HA) gene, complete cds"	358579	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Ontario/11112/2004(H1N1))	Influenza A virus (A/swine/Ontario/11112/2004(H1N1))	SA_10	15637154
DQ458789.2	20192	19511	67040	490.79324	212.323	"Nam Dinh virus isolate 02VN178, complete genome"	325676	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	Nam Dinh virus	Nam Dinh virus	SA_10	15637154
DQ473508.1	7148	143	1	0.02043441	0.00894659	"Rhinovirus A28, complete genome"	147672	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A28	rhinovirus A28	SA_10	15637154
DQ915164.2	31076	1495	1263	6.254705	2.59909	"Bovine coronavirus isolate Alpaca, complete genome"	404135	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus 1	Bovine coronavirus isolate Alpaca	Bovine coronavirus isolate Alpaca	SA_10	15637154
DQ997183.1	1459	150	1	0.11459129	0.0438316	"Influenza A virus (A/chicken/Jiangsu/cz1/2002(H5N1)) segment 6, complete sequence"	404156	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/chicken/Jiangsu/cz1/2002(H5N1))	Influenza A virus (A/chicken/Jiangsu/cz1/2002(H5N1))	SA_10	15637154
EF059918.1	750	385	2654	472.74	226.299	"Human rotavirus G12 strain CAU 195 NSP4 gene, complete cds"	215680	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G12	Rotavirus G12	SA_10	15637154
EF059923.1	2359	2047	1210	70.34903	32.802	"Human rotavirus G9 strain CAU 202 VP4 gene, complete cds"	42567	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G9	Rotavirus G9	SA_10	15637154
EF362755.1	7863	150	1	0.019447686	0.00813306	"Human papillomavirus type 2 isolate C1, complete genome"	333751	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 4	Human papillomavirus type 2	Human papillomavirus type 2	SA_10	15637154
EF395818.1	7260	300	2	0.042194095	0.0176172	"Sus scrofa papillomavirus type 1 isolate variant a, complete genome"	446138	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyodeltapapillomavirus	Dyodeltapapillomavirus 1	Sus scrofa papillomavirus 1	Sus scrofa papillomavirus 1	SA_10	15637154
EF422221.1	7562	4105	2283	42.05127	19.3069	"Human papillomavirus type 107, complete genome"	427343	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 107	Human papillomavirus 107	SA_10	15637154
EF444549.1	5229	801	1720	53.452847	21.0355	"WU Polyomavirus strain B0, complete genome"	440266	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus quartihominis	WU Polyomavirus	WU Polyomavirus	SA_10	15637154
EF520287.1	5050	150	1	0.030612245	0.0126634	"KI polyomavirus isolate Brisbane 001, complete genome"	1891764	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus tertihominis	unclassified Betapolyomavirus tertihominis subspecies/strain	unclassified Betapolyomavirus tertihominis strain	SA_10	15637154
EF584537.1	7742	290	321	7.517387	2.65152	"Canine papillomavirus - 4 isolate pug2006, complete genome"	464980	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Chipapillomavirus	Chipapillomavirus 2	Canis familiaris papillomavirus 4	Canis familiaris papillomavirus 4	SA_10	15637154
EU030001.1	8406	2903	2231	40.50339	16.9728	"RD114 retrovirus isolate SC3C, complete genome"	11834	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	RD114 retrovirus	unclassified RD114 retrovirus subspecies/strain	unclassified RD114 retrovirus strain	SA_10	15637154
EU081869.1	2233	318	18	1.0763322	0.515497	"Influenza A virus (A/chicken/Guangxi/4/1999(H9N2)) polymerase acidic protein (PA) gene, complete cds"	463045	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/chicken/Guangxi/4/1999(H9N2))	Influenza A virus (A/chicken/Guangxi/4/1999(H9N2))	SA_10	15637154
EU305615.1	1844	150	1	0.08854782	0.0346802	"Influenza B virus (B/Guangzhou/01/2007) segment 5, complete sequence"	486176	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	Influenza B virus (B/Guangzhou/01/2007)	Influenza B virus (B/Guangzhou/01/2007)	SA_10	15637154
EU305618.1	1097	289	3	0.3970433	0.174887	"Influenza B virus (B/Guangzhou/01/2007) segment 8, complete sequence"	486176	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	Influenza B virus (B/Guangzhou/01/2007)	Influenza B virus (B/Guangzhou/01/2007)	SA_10	15637154
EU410347.1	7401	2275	2957	62.77038	25.5507	"Human papillomavirus FA75/KI88-03, complete genome"	563190	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus FA75/KI88-03	Human papillomavirus FA75/KI88-03	SA_10	15637154
EU410348.1	7423	7222	34549	721.38226	297.645	"Human papillomavirus type 110, complete genome"	518629	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 110	Human papillomavirus 110	SA_10	15637154
EU410349.1	7384	1398	2071	45.514652	17.9362	"Human papillomavirus type 111, complete genome"	518630	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 111	Human papillomavirus 111	SA_10	15637154
EU424062.1	15462	150	1	0.0097962385	0.00413596	"Human parainfluenza virus 3 strain 14702, complete genome"	11216	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Respirovirus	Human respirovirus 3	unclassified Human respirovirus 3 subspecies/strain	unclassified Human respirovirus 3 strain	SA_10	15637154
EU516319.1	2233	208	6	2.0864139	0.171832	"Influenza A virus (A/swine/Guangdong/wxl/2004(H9N2)) segment 3, complete sequence"	506038	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Guangdong/wxl/2004(H9N2))	Influenza A virus (A/swine/Guangdong/wxl/2004(H9N2))	SA_10	15637154
EU708896.1	1546	150	1	0.10744986	0.041365	"Human rotavirus Ro1845 NSP1 protein (NSP1) gene, complete cds"	557245	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus Ro1845	Human rotavirus Ro1845	SA_10	15637154
EU743258.2	2233	285	2	1.8900625	0.0572774	"Influenza A virus (A/chicken/NJ/294508-12/2004(H7N2)) segment 3 polymerase PA (PA) gene, complete cds"	542852	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/chicken/NJ/294508-12/2004(H7N2))	Influenza A virus (A/chicken/NJ/294508-12/2004(H7N2))	SA_10	15637154
EU796884.1	7899	6919	22019	421.96762	178.266	"Feline papillomavirus type 2 isolate Main Coon 2007, complete genome"	568209	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyothetapapillomavirus	Dyothetapapillomavirus 1	Felis domesticus papillomavirus 2	Felis domesticus papillomavirus 2	SA_10	15637154
EU840952.2	7108	1656	2544	54.661396	22.8882	"Human rhinovirus C11 strain CL-170085, complete genome"	1240004	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus C	rhinovirus C11	rhinovirus C11	SA_10	15637154
FJ025900.1	37188	116	0	0.17014958	0	"Simian adenovirus 43, complete genome"	585077	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Simian adenovirus 43	Simian adenovirus 43	SA_10	15637154
FJ025904.1	37860	137	0	0.048872977	0	"Simian adenovirus 31.2, complete genome"	585088	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Simian adenovirus 31.2	Simian adenovirus 31.2	SA_10	15637154
FJ222451.1	6171	1000	7	0.17289487	0.0725412	"Astrovirus MLB1, complete genome"	568715	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Astrovirus MLB1	unclassified Astrovirus MLB1 subspecies/strain	unclassified Astrovirus MLB1 strain	SA_10	15637154
FJ410797.2	6310	150	1	0.024350649	0.0101347	"Penaeus monodon hepandensovirus 4, complete genome"	1513208	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Hepandensovirus	Decapod hepandensovirus 1	Penaeus monodon hepandensovirus 4	Penaeus monodon hepandensovirus 4	SA_10	15637154
FJ445121.1	7134	147	2	0.04209622	0.0179283	"Human rhinovirus 21 strain ATCC VR-1131, complete genome"	44128	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A21	rhinovirus A21	SA_10	15637154
FJ445150.1	7164	291	2	0.04148845	0.0178532	"Human rhinovirus 68 strain ATCC VR-1178, complete genome"	185925	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A68	rhinovirus A68	SA_10	15637154
FJ445163.1	7140	150	3	0.06437768	0.0268699	"Human rhinovirus 85 strain ATCC VR-1195, complete genome"	185937	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A85	rhinovirus A85	SA_10	15637154
FJ445177.1	7132	258	6	0.12689774	0.0538	"Human rhinovirus 9 strain ATCC VR-489, complete genome"	185891	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A9	rhinovirus A9	SA_10	15637154
FJ445179.1	7093	695	2430	52.014835	21.9088	"Human rhinovirus 30 strain ATCC VR-1140, complete genome"	185901	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	rhinovirus A30	rhinovirus A30	SA_10	15637154
FJ536812.1	1458	120	21	1.9120795	0.921094	"Influenza A virus (A/swine/Fujian/204/2007(H1N1)) segment 6 neuraminidase (NA) gene, complete cds"	580587	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Fujian/204/2007(H1N1))	Influenza A virus (A/swine/Fujian/204/2007(H1N1))	SA_10	15637154
FJ755405.1	6771	2952	6222	137.22987	58.7651	"Human astrovirus 1 Beijing/293/2007/CHN, complete genome"	626181	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/293/2007/CHN	Human astrovirus 1 Beijing/293/2007/CHN	SA_10	15637154
FJ810126.1	5759	1411	11	0.2904261	0.122148	"Culex pipiens densovirus, complete genome"	185638	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoambidensovirus	Dipteran protoambidensovirus 1	Culex pipiens densovirus	Culex pipiens densovirus	SA_10	15637154
FJ947080.1	7476	1297	365	8.379471	3.12224	"Human papillomavirus type 115 isolate GC02, complete genome"	696746	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	human papillomavirus 115	human papillomavirus 115	SA_10	15637154
FJ973560.1	4958	3143	57	1.750208	0.735209	"Human bocavirus 2b NI strain HBoV2B-NI-213, complete genome"	1511881	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2b NI	Human bocavirus 2b NI	SA_10	15637154
FM955837.2	7466	4430	3949	82.24439	33.8253	"Human papillomavirus type 98, complete genome"	587347	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 98	Human papillomavirus 98	SA_10	15637154
FM955838.1	7698	106	0	0.043852676	0	"Human papillomavirus type 99, complete genome"	587348	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 99	Human papillomavirus 99	SA_10	15637154
FM955839.1	7380	2586	849	24.200277	7.35688	"Human papillomavirus type 100, complete genome"	587349	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 100	Human papillomavirus 100	SA_10	15637154
FM955841.1	7667	450	13	0.25542104	0.108433	"Human papillomavirus type 105, complete genome"	587350	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 105	Human papillomavirus 105	SA_10	15637154
FM955842.1	7412	283	1	1.0581107	0.00862794	"Human papillomavirus type 113, complete genome"	587351	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 113	Human papillomavirus 113	SA_10	15637154
FN677755.1	7436	975	7	0.14630799	0.0602006	"Human papillomavirus type 150, complete genome, isolate SIBX1"	743811	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 5	human papillomavirus 150	human papillomavirus 150	SA_10	15637154
FN677756.1	7386	1494	520	12.978303	4.50232	"Human papillomavirus type 151, complete genome, isolate SIBX2"	743812	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 151	Human papillomavirus 151	SA_10	15637154
FN824512.2	45480	239	7	0.24217957	0.00984283	"Pigeon adenovirus 1 complete genome, strain IDA4"	764030	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Pigeon aviadenovirus A	Pigeon adenovirus 1	Pigeon adenovirus 1	SA_10	15637154
FR751463.1	3725	292	3	0.1213986	0.0515036	"Torque teno virus complete genome, isolate TTV-HD14a (gbDhDi33.32)"	68887	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus	unclassified Torque teno virus subspecies/strain	unclassified Torque teno virus strain	SA_10	15637154
GQ463194.1	712	136	1	0.13523132	0.0898178	"Rotavirus A horse/CM1/IRL/2008/G14 non-structural protein 4 (NSP4) gene, complete cds"	879552	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A horse/CM1/IRL/2008/G14	Rotavirus A horse/CM1/IRL/2008/G14	SA_10	15637154
GQ845441.1	7251	150	1	0.021123786	0.00881951	"Human papillomavirus type 119, complete genome"	765051	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	human papillomavirus 119	human papillomavirus 119	SA_10	15637154
GQ845442.1	7304	1725	2727	63.308918	23.8763	"Human papillomavirus type 120, complete genome"	765052	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 120	Human papillomavirus 120	SA_10	15637154
GQ845444.1	7397	3488	1909	43.26204	16.5041	"Human papillomavirus type 122, complete genome"	765054	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 122	Human papillomavirus 122	SA_10	15637154
GQ845446.1	7489	1181	639	13.865786	5.45656	"Human papillomavirus type 124, complete genome"	765056	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 124	human papillomavirus 124	SA_10	15637154
GU117633.1	7358	228	2	0.0395394	0.0173825	"Human papillomavirus type 133, complete genome"	909332	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 10	Human papillomavirus 133	Human papillomavirus 133	SA_10	15637154
GU117634.1	7309	2377	3721	73.226006	32.557	"Human papillomavirus type 134, complete genome"	909333	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	Human papillomavirus 134	Human papillomavirus 134	SA_10	15637154
GU129016.1	7164	358	233	4.99002	2.0799	"Human papillomavirus type 148, complete genome"	942038	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	Human papillomavirus 148	Human papillomavirus 148	SA_10	15637154
GU182164.1	2341	159	0	0.08763122	0	"Influenza A virus (A/duck/Hunan/8/2008(H5N1)) segment 2 polymerase PB1 (PB1) gene, complete cds"	690979	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/duck/Hunan/8/2008(H5N1))	Influenza A virus (A/duck/Hunan/8/2008(H5N1))	SA_10	15637154
GU324773.1	2233	104	0	1.8017282	0	"Influenza A virus (A/duck/Jiangsu/022/2009(H6N6)) segment 3 polymerase PA (PA) gene, complete cds"	701251	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/duck/Jiangsu/022/2009(H6N6))	Influenza A virus (A/duck/Jiangsu/022/2009(H6N6))	SA_10	15637154
GU452720.1	3893	379	903	36.181404	14.8336	"Mosquito densovirus BR/07, complete genome"	945962	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Brevidensovirus	Mosquito densovirus BR/07	unclassified Mosquito densovirus BR/07 subspecies/strain	unclassified Mosquito densovirus BR/07 strain	SA_10	15637154
GU937877.1	3302	2861	62	2.8927665	1.20076	"Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_10	15637154
GU937879.1	2591	555	8	0.36091766	0.197454	"Caprine rotavirus A strain GO34 VP3 protein (VP3) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_10	15637154
GU937881.1	1356	1053	34	4.87728	1.60347	"Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_10	15637154
GU937884.1	1059	147	1	0.09130913	0.0603874	"Caprine rotavirus A strain GO34 NSP2 protein (NSP2) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_10	15637154
GU937886.1	751	269	5	1.0133111	0.425767	"Caprine rotavirus A strain GO34 NSP4 protein (NSP4) gene, complete cds"	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	SA_10	15637154
GU984757.1	1356	424	4	0.54063016	0.188644	"Bovine rotavirus A strain 68 VP6 (VP6) gene, complete cds"	35333	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Bovine rotavirus A	Bovine rotavirus A	SA_10	15637154
